;cuerpo;fecha;seccion;titulo
1959;En una charla con TN Show, la actriz se refirió a la posibilidad de ser madre. Además, cómo se prepara para debutar con La jaula de las locas en Mar del Plata.;21/11/2018;show;Cecilia Milone, sobre el deseo de Nito Artaza de tener un hijo
1960;Marcelo Gallardo convocó a 29 jugadores, incluidos el lesionado Ignacio Scocco y el suspendido Rafael Santos Borré.;21/11/2018;deportes;River reúne a todo el plantel en Los Cardales para las últimas horas antes de la final con Boca
1961;Los investigadores comprobaron que de los $ 30 mil que entregó la familia los dos detenidos tenían solo $ 15 200. ;21/11/2018;policiales;El crimen de Xiomara: falta la mitad del dinero del secuestro
1962;En Ya somos grandes, la ministra aseguró que el Gobierno está preparado para la cumbre de líderes. Adelantó que será muy difícil transitar por la ciudad. ;22/11/2018;policiales;"Patricia Bullrich, sobre la seguridad del G20: ""Puede haber un grupo que quiera generar una situación violenta"""
1963;El cantante grabó un mensaje para contar a sus seguidores que pondría un alto en su carrera. Sin embargo, a las pocas horas, aclaró que sigue vigente en el mundo de la música. ;22/11/2018;música;Se arrepintió Maluma: ahora dice que no se retira de los escenarios
1964;Igual que Marcelo Gallardo en River, el DT del Xeneize sigue rotando equipos y esquemas antes de la final de la Libertadores.;22/11/2018;deportes;En Boca tampoco muestran las cartas: Guillermo Barros Schelotto también juega al misterio
1965;Lo confirmó el canciller Jorge Faurie. El encuentro será en vísperas al inicio del G20, que se hará en el país. ;22/11/2018;política;Mauricio Macri se reunirá con Theresa May, en medio de las negociaciones por un segundo vuelo a Malvinas
1966;Mariasela Álvarez decidió mostrarse sin corpiño y no decir nada durante todo el ciclo.;22/11/2018;show;Una conductora hizo su programa en topless para concientizar sobre el cáncer de mama
1967;El estadio de Boca colapsó por la cantidad de hinchas que fueron a alentar por última vez a los jugadores antes de la final con River.;22/11/2018;deportes;El Bombonerazo: una fiesta que se vivió en las tribunas y desde el drone de TN
1968;Tiene una sentencia de 40 años por delitos sexuales. Este miércoles fue detenido en Bolivia, luego de haberse fugado en 2013.;22/11/2018;policiales;El violador más buscado de la Argentina será trasladado a Buenos Aires para que cumpla su condena
1969;Al abrir la ronda de bachata, su performance no convenció al jurado y terminó con la emoción a flor de piel. ;22/11/2018;show;Bailando 2018 | Jimena Barón recibió un mal puntaje y no pudo contener las lágrimas
1970;El hombre se desempeñaba en Campo de Mayo, donde fue apresado. La joven, de 34 años, también era integrante del Ejército.;22/11/2018;policiales;Detuvieron a un militar acusado de descuartizar a su novia y esconder el cuerpo en bolsas
1971;Una bacteria puede convertir sangre de los grupos A y B en O negativo.;22/11/2018;salud;Una enzima intestinal puede convertir a la sangre en el tipo universal 
1972;TN Central reveló cómo los ocupantes del lugar organizaron la usurpación. La llamada al 911 de un compañero de la víctima.;23/11/2018;política;Los audios de la toma de un terreno en La Matanza que terminó en la muerte de un militante de la CTEP
1973;El hombre de 83 años recibió golpes en la cara. Le sacaron dinero y algunos relojes. El caso llegó a TN y la Gente.;23/11/2018;policiales;Falsos operarios de una empresa de gas le robaron y le pegaron a un jubilado en Castelar
1974;El Canalla superó 2-1 al Pincha en su casa y cortó una larga sequía.;23/11/2018;deportes;Rosario Central derrotó a Estudiantes y volvió al triunfo tras ocho fechas
1976;La T venció 2-0 al Bicho en La Paternal, que empieza a complicarse con el descenso.;23/11/2018;deportes;Argentinos sigue en caída libre: perdió con Talleres y suma cinco derrotas al hilo
1977;En Córdoba, el Decano perdía pero terminó ganando 3-1.;23/11/2018;deportes;Atlético Tucumán se lo dio vuelta a Belgrano y quedó a un punto de Racing
1978;El Muñeco y el Mellizo enfrentan un desafío individual para ver quién se impone en el historial.;23/11/2018;deportes;El duelo entre Marcelo Gallardo y Guillermo Barros Schelotto tendrá su punto más alto en la final de la Copa Libertadores
1979;"Están acusados de ""atentado y resistencia a la autoridad"". Las penas van de tres meses a cuatro años de prisión.";23/11/2018;deportes;Dictaron la prisión preventiva para dos de los tres barras de All Boys detenidos por los ataques a la Policía
1980;Le hizo RCP antes de que llegara la asistencia médica de Emergencias y pudo reanimarla. La nena está internada, pero estable.;23/11/2018;sociedad;Un policía le salvó la vida a una bebé de ocho meses en la estación de Florencio Varela
1981;"El entrenador de River se solidarizó con el plantel de Boca y entendió la postergación. ""Quedamos expuestos como sociedad, fue un bochorno total"", agregó.";24/11/2018;deportes;"Marcelo Gallardo: ""No podíamos jugar el partido si los futbolistas de Boca habían sido dañados"""
1982;El presidente del Xeneize fue vital en la negociación con la Conmebol para postergar la final.;24/11/2018;deportes;"Daniel Angelici defendió la postura de Boca: ""No estábamos en condiciones físicas de jugar este partido"""
1983;Estaba internado por un pico de presión. En 2013 había sido sentenciado a la máxima pena, aunque gozaba del beneficio de la prisión domiciliaria. ;24/11/2018;policiales;Murió José Arce, el femicida condenado por mandar a matar a su pareja, Rosana Galliano
1984;"Hasta el diario The Sun puso en tapa al perrito para evitar que vaya ""preso""... ¡nueve meses!";24/11/2018;tecno;Detuvieron a un cachorrito en Inglaterra y la policía lo liberó tras una intensa campaña online
1985;Luego de los incidentes, el Muñeco fue a saludar a Guillermo Barros Schelotto y a los jugadores del Xeneize. ;24/11/2018;deportes;Superfinal de Libertadores: el solidario gesto de Marcelo Gallardo con el plantel de Boca
1986;Es por falta de efectivos de seguridad que estarán afectados a la custodia del Superclásico. ¿Qué pasará con Racing?;24/11/2018;deportes;Superliga confirmó que se postergó el clásico entre San Lorenzo y Huracán 
1987;Nación y Ciudad se responsabilizaron mutuamente por la seguridad de los jugadores visitantes. Cuánta plata salió el operativo, por qué falló y cómo preparan el del domingo.;24/11/2018;deportes;"Superfinal de la Libertadores | Investigan si la barra de River organizó el ataque al micro de Boca como ""vendetta"" por el secuestro de entradas"
1988;En Re Despiertos le bajamos un cambio a un fin de semana de locura. ;25/11/2018;música;Canciones que traigan paz: Imagine y Don't worry, be happy
1989;"El conductor de PPT se hizo eco de los incidentes de la Superfinal. ""Es como si sintieran la obligación moral de tirarle algo al micro rival"", analizó. ";25/11/2018;política;El monólogo de Jorge Lanata: del papelón del Superclásico a la seguridad en la cumbre del G20
1990;Los aeronáuticos llevan adelante un paro en respuesta a las 300 suspensiones que anunció la empresa. ;25/11/2018;sociedad;Sin vuelos en Aerolíneas Argentinas por un conflicto gremial: hay 40 mil pasajeros afectados
1991;La actriz colombiana y su colega, Jorge Herrera, recrearon una escena del exitoso programa. ;25/11/2018;show;"Betty, la fea se reencontró con Don Hermes, su ""papá"", a 19 años del debut de la serie"
1992;El intestino es un órgano al que no se le presta la atención suficiente. Escriben Leyla Abboud y Darío David. ;25/11/2018;salud;Qué debemos hacer para cuidar nuestra microbiota
1993;El Tribunal de Disciplina revisará la situación y definirá si sanciona o no a River tras los incidentes del sábado. ;25/11/2018;deportes;La Superfinal, postergada: quiénes son los integrantes del jurado de Conmebol que analizarán el reclamo de Boca
1994;La modelo expresó su malestar por los disturbios que se generaron con la llegada del micro de Boca al Monumental. ;25/11/2018;show;Luciana Salazar, indignada por los incidentes en la previa del Superclásico
1995;¿Querés saber qué te espera en salud, dinero y amor? Consultá tu signo y preparate para empezar el día;25/11/2018;sociedad;Horóscopo correspondiente al lunes 26 de noviembre de 2018
1996;Un programa especial de TN retrata la vida de sus integrantes, que escaparon de la brutal crisis de su país para seguir sus sueños.;26/11/2018;sociedad;La historia de Latin Vox Machine, la orquesta de músicos venezolanos exiliados que se armó en la Argentina
1997;Después de 17 años, el Gobierno estadounidense levantó la última barrera a la importación de productos bovinos nacionales. ;26/11/2018;economía;EEUU anunció que volverá a comprar carne argentina, a días de la reunión entre Macri y Trump
1998;"El exfuncionario afirmó que se fue del cargo con ""un sabor agridulce"", luego de las fallas de seguridad en la previa del Superclásico. Qué dijo sobre Mauricio Macri y Daniel Angelici.  ";26/11/2018;política;Tras renunciar, Martín Ocampo reconoció que la estrategia del operativo de la Superfinal no funcionó
1999;Conocé todos los beneficios de este gesto de amor y cariño.;26/11/2018;salud;¡Hay que besarse más! Tu salud, agradecida 
2000;El asesinato y abuso sexual de Jane Britton fue a pocos metros del Campus de la Universidad estadounidense, en 1969. Tras décadas sin dar con el criminal, lograron identificarlo.;26/11/2018;internacional;Casi 50 años después, resolvieron el crimen que conmocionó a Harvard
2001;La suspensión de la Superfinal de la Copa Libertadores caló hondo en muchos simpatizantes, que no están dispuestos a seguir exponiéndose a las irregularidades del fútbol argentino. ;26/11/2018;deportes;"La emotiva carta viral de un hincha de River: ""Me mataron, me rindo, no doy más"""
2002;Qué rasgos del carácter ayudan a tener una vida sexual más activa.;26/11/2018;salud;La frecuencia con la que tenés sexo depende de tu personalidad
2003;Había sido filmada mientras escondía la pirotecnia en la previa de la Superfinal. Su abogado adelantó que buscarán un juicio abreviado o una probation. ;26/11/2018;deportes;Liberaron a la mujer que escondió bengalas en la ropa de su hijo para entrarlas al Monumental
2004;La situación ocurrió en el barrio Mitre. Luego, hubo incidentes entre la Policía y los vecinos.;26/11/2018;policiales;En Saavedra, un hombre tomó de rehén a su familia, se atrincheró en su casa y fue detenido
2005;Aunque los bancos ofrecieron tasas anuales de casi 50%, la suba de la moneda estadounidense en las últimas dos ruedas licuó el rendimiento de los depósitos a 30 días. ;26/11/2018;economía;Solo con la suba del lunes, el dólar ya le ganó en rendimiento a los plazos fijos en noviembre
2006;La esposa de Mauro Zárate contó que el delantero tuvo vómitos y estuvo más de un día con mareos.;27/11/2018;deportes;"Natalie Weber reveló detalles de la agresión al plantel de Boca: ""Pudo haber sido una tragedia"""
2007;"El fiscal defendió el procesamiento de Paolo Rocca, CEO de Techint, y dijo que está probado que el exsecretario de los Kirchner ""recaudaba de una forma descomunal"". ";27/11/2018;política;"Carlos Stornelli, sobre la causa de los cuadernos: ""Descubrimos un búnker de Daniel Muñoz"""
2008;Por Lourdes Aguiar | Este domingo se correrá la segunda edición del Ironman en Mar del Plata y del 5 al 10 será la decimoséptima de El Cruce Columbia.;27/11/2018;deportes;PASIÓN RUNNER | Diciembre, mes de grandes desafíos
2009;Lo identificaron gracias a las cámaras de seguridad de la iglesia. Lo apresaron en las inmediaciones de la estación de tren de Glew. ;27/11/2018;policiales;"Detuvieron a un joven acusado de colocar bombas ""molotov"" en una parroquia de Longchamps"
2010;El reconocido bailarín de Showmatch murió este martes a los 42 años. ¿Por qué le ocultó la enfermedad a sus seres queridos?;27/11/2018;show;Pier Fritzsche y su silenciosa lucha contra el cáncer
2011;Este miércoles, el Millonario enfrentará a Gimnasia por el pase a la final del torneo.;27/11/2018;deportes;Mientras espera el fallo de la Conmebol, River llegó a Mar del Plata para jugar por la Copa Argentina
